ID,Category,Sub Category,State Standard
9-10.WHST.8,Writing HS/S/T,Research to Build and Present Knowledge,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation."
9-10.WHST.9,Writing HS/S/T,Research to Build and Present Knowledge,"Draw evidence from informational texts to support analysis, reflection, and research."
9-10.WHST.10,Writing HS/S/T,Range of Writing,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
11-12.WHST.1,Writing HS/S/T,Text Types and Purposes,Write arguments focused on discipline-specific content.
11-12.WHST.1.a,Writing HS/S/T,Text Types and Purposes,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences the claim(s), counterclaims, reasons, and evidence."
11-12.WHST.1.b,Writing HS/S/T,Text Types and Purposes,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form that anticipates the audience�s knowledge level, concerns, values, and possible biases."
11-12.WHST.1.c,Writing HS/S/T,Text Types and Purposes,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
11-12.WHST.1.d,Writing HS/S/T,Text Types and Purposes,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
11-12.WHST.1.e,Writing HS/S/T,Text Types and Purposes,Provide a concluding statement or section that follows from or supports the argument presented.
11-12.WHST.2,Writing HS/S/T,Text Types and Purposes,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes."
11-12.WHST.2.a,Writing HS/S/T,Text Types and Purposes,"Introduce a topic and organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
11-12.WHST.2.b,Writing HS/S/T,Text Types and Purposes,"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience�s knowledge of the topic."
11-12.WHST.2.c,Writing HS/S/T,Text Types and Purposes,"Use varied transitions and sentence structures to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
11-12.WHST.2.d,Writing HS/S/T,Text Types and Purposes,"Use precise language, domain-specific vocabulary and techniques such as metaphor, simile, and analogy to manage the complexity of the topic; convey a knowledgeable stance in a style that responds to the discipline and context as well as to the expertise of likely readers."
11-12.WHST.2.e,Writing HS/S/T,Text Types and Purposes,"Provide a concluding statement or section that follows from and supports the information or explanation provided (e.g., articulating implications or the significance of the topic)."
11-12.WHST.3,Writing HS/S/T,Text Types and Purposes,(See note; not applicable as a separate requirement)
11-12.WHST.4,Writing HS/S/T,Production and Distribution of Writing,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
11-12.WHST.5,Writing HS/S/T,Production and Distribution of Writing,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience."
11-12.WHST.6,Writing HS/S/T,Production and Distribution of Writing,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information."
11-12.WHST.7,Writing HS/S/T,Research to Build and Present Knowledge,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
11-12.WHST.8,Writing HS/S/T,Research to Build and Present Knowledge,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the specific task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
11-12.WHST.9,Writing HS/S/T,Research to Build and Present Knowledge,"Draw evidence from informational texts to support analysis, reflection, and research."
11-12.WHST.10,Writing HS/S/T,Range of Writing,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
,,,
Copyright 2010. National Governors Association Center for Best Practices and Council of Chief State School Officers. All rights reserved.,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
